log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3	log2.YPGlu37.Ref._YPGlu37.C.1	log2.YPGlu37.Ref._YPGlu37.C.2	log2.YPGlu37.Ref._YPGlu37.C.3	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.1	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.1	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.3	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.1	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.2	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.3
CAGL0L00979g	0.3725	0.6345	0.296	-0.7135	-0.3675	-1.005	0.179	0.4325	0.356	-1.348	-0.9765	0.517	0.4075	0.3175	0.4125	0.1725	0.4025
CAGL0L01001g	0.5745	0.5605	0.284	-0.224	0.0945	-0.3535	0.475	0.567	0.261	-0.398	-0.249	0.2455	0.3335	0.1275	-0.0905	0.1085	-0.6035
CAGL0L01023g	0.224	0.2455	0.3355	0.0465	NA	0.102	0.137	1.0125	0.1055	0.429	0.668	0.2685	NA	0.235	0.2965	0.163	0.3325
CAGL0L01045g	0.112	0.593	0.2675	0.125	0.074	-0.017	0.283	0.1895	0.02	0.023	-0.0425	0.0415	0.1605	-0.042	0.1045	0.2035	0.221
CAGL0L01067g	-0.5965	-0.4455	-0.49	0.0995	-0.1535	-0.164	-0.7605	-0.7635	-0.2955	-0.3535	-0.38	-0.2	-0.1535	-0.1275	-0.398	-0.4255	-0.1465
CAGL0L01089g	-0.346	-0.1905	-0.368	-2.0685	-1.9715	-2.5525	-0.3615	-0.238	-0.442	-2.039	-1.5765	0.231	0.33	0.362	0.1455	0.333	0.019
CAGL0L01111g	0.4095	0.488	0.2515	-0.1775	-5e-04	0.0285	-0.1375	-0.095	0.1155	-0.0875	-0.4985	0.639	0.523	0.4505	-0.039	0.0335	0.3785
CAGL0L01155g	0.0455	-0.34	-0.2155	0.431	0.604	0.4885	-0.221	0.0055	-0.439	0.5025	0.378	-0.0605	-0.1405	0.4545	0.046	0.109	0.206
CAGL0L01177g	-0.8115	-0.6805	-0.3715	1.432	1.3875	1.1555	-0.3645	0.001	-0.5995	1.248	1.4175	-0.977	-0.9695	-0.9285	-0.634	-0.7505	-0.9955
CAGL0L01199g	-0.037	-0.282	0.243	0.6745	0.37	0.6305	-0.046	-0.268	-0.201	0.96	0.7295	0.271	0.083	0.19	-0.311	-0.494	-0.1635
CAGL0L01221g	0.2025	0.172	-0.026	-0.051	0.046	0.005	0.198	0.063	0.531	-0.0925	-0.2565	0.06	0.0085	-0.099	0.291	0.705	0.723
CAGL0L01243g	0.6015	0.386	0.326	-0.7485	-0.9445	-0.3235	0.3755	0.046	0.41	-0.454	-0.8925	NA	0.204	0.089	0.316	-0.085	0.482
CAGL0L01265g	-0.2025	-0.4595	-0.113	0.071	0.086	-0.065	0.0175	-0.0235	-0.5885	0.754	0.6355	NA	0.081	0.203	-0.105	0.417	0.2005
CAGL0L01287g	-0.1735	0.0255	-0.098	0.439	0.75	0.1375	-0.041	0.084	-0.092	-0.2725	0.1405	0.03	0.135	0.084	-0.2685	-0.4825	-0.897
CAGL0L01309g	0.0875	0.2775	0.2385	-0.236	-0.457	-0.1475	-0.257	-0.048	0.125	-0.339	-0.529	0.371	0.246	0.2025	-0.419	0.036	-0.239
CAGL0L01331g	0.714	0.6195	0.521	-0.416	-0.6615	-0.2035	0.566	0.564	0.5605	-0.1965	-0.482	0.4385	0.2565	0.266	-0.042	0.3945	0.511
CAGL0L01353g	0.0985	0.244	0.2375	-0.408	-1.025	-0.28	-0.0355	0.043	-0.033	-0.8375	-0.447	0.2265	0.3555	0.2465	0.0675	-0.252	0.051
CAGL0L01397g	-0.252	-0.293	-0.2745	-0.019	-0.059	0.151	-0.229	-0.304	-0.4515	0.114	0.007	-0.371	-0.226	-0.1725	-0.214	-0.0575	-0.453
CAGL0L01419g	0.349	0.4115	0.081	-0.652	-0.349	-0.347	0.0035	0.273	0.087	-0.089	-0.347	0.0675	-0.0015	-0.0865	-0.0565	-0.042	0.382
CAGL0L01441g	0.046	0.06	-0.0215	-0.0185	0.0305	-0.028	-0.256	-0.098	0.0495	0.1965	0.961	5e-04	-0.0475	0.0075	-0.1575	-0.165	-0.0555
CAGL0L01463g	-5e-04	-0.2095	-0.148	0.25	0.4865	0.4375	-0.071	-0.159	0.1765	-0.366	-0.014	0.257	0.3575	0.3675	-0.241	-0.3745	-0.514
CAGL0L01485g	0.196	0.276	0.453	0.68	0.3245	0.032	-0.1165	-0.3045	-0.224	0.1395	0.757	0.772	0.868	0.8375	1.057	0.7325	0.522
CAGL0L01507g	-0.0555	0.3335	-0.039	0.612	0.6285	0.4395	-0.163	0.172	0.121	-0.145	0.2165	0.228	0.197	0.2835	-0.279	-0.4215	-0.6495
CAGL0L01529g	-0.155	-0.3745	-0.592	-0.2285	-0.232	-0.222	-0.5475	-0.7425	-0.453	-0.36	0.3275	-0.457	-0.5885	-0.555	-0.092	-0.3415	-0.0685
CAGL0L01551g	0.381	0.4895	0.23	-0.132	-0.6135	-0.2035	0.2945	0.4655	0.729	-1.331	-1.486	-0.7305	-0.811	-0.6	-0.678	-0.5475	-0.615
CAGL0L01573g	0.061	-0.1205	0.2845	-0.385	-0.4505	-0.3855	0.065	-0.093	-0.196	-0.1725	-0.039	-0.322	0.059	0.1885	-0.07	-0.1055	0.2805
CAGL0L01639g	0.1515	0.2485	-0.0045	0.142	0.148	0.076	0.023	0.196	0.3245	-0.2695	-0.0845	0.4045	0.379	0.433	0.2395	0.2285	-0.0205
CAGL0L01683g	0.1375	0.0055	0.477	0.5115	0.2145	0.612	0.4925	0.0265	0.311	0.8605	1.402	0.685	0.665	0.8295	1.109	0.5705	1.379
CAGL0L01705g	0.1995	0.203	0.367	0.2585	0.1665	0.224	0.3465	0.3325	0.394	0.4705	0.4565	0.37	0.3095	0.2665	0.363	0.4235	0.4835
CAGL0L01727g	-0.3665	-0.343	-0.1665	0.541	0.142	0.597	-0.1745	0.138	-0.2815	0.474	0.4805	-0.323	-0.5005	-0.397	-0.0485	0.551	0.69
CAGL0L01749g	-0.0225	-0.3345	-0.1005	-0.5895	-0.498	-0.4775	-0.028	-0.2745	-0.282	-0.3485	-0.652	-0.593	-0.448	-0.526	0.345	0.5425	0.216
CAGL0L01771g	0.0095	-0.1475	-0.1975	1.5675	1.3405	1.1675	-0.213	-0.3975	-0.428	0.95	0.797	-1.1065	-1.2455	-1.065	-0.9085	-1.2505	-1.09
CAGL0L01793g	0.2065	0.085	0.1755	-0.0025	-0.162	0.1445	-0.0225	-0.1755	0.013	-0.268	-0.117	0.0205	-0.0345	0.024	0.3165	0.212	-0.034
CAGL0L01831g	-2.0795	-1.9945	-1.6575	-0.1965	-1.216	-0.7765	-0.975	-0.946	-1.4075	-0.5595	0.0415	NA	-1.7285	-0.597	-1.648	-1.536	-1.3735
CAGL0L01837g	-0.1765	-0.036	-0.119	0.5135	0.4575	0.3735	0.1755	0.359	0.087	0.3825	0.565	-0.194	-0.416	-0.3855	-0.2465	-0.5105	-0.4715
CAGL0L01859g	-0.2295	0.2965	-0.285	-0.3855	-0.4565	-0.5305	-0.5285	-0.146	-0.0915	-0.7635	-0.1065	0.091	-0.022	-0.0635	0.2235	0.2365	0.2075
CAGL0L01881g	0.064	0.2855	-0.301	-0.459	-0.04	-0.2615	-0.225	-0.123	0.1175	-0.505	-0.9715	-0.09	-0.11	-0.264	0.561	1.127	1.224
CAGL0L01903g	-0.4265	-0.4665	-0.21	0.0235	0.011	0.034	-0.219	-0.368	0.1125	0.2705	0.01	-0.083	-0.22	NA	-0.219	-0.1455	-0.3865
CAGL0L01925g	-0.3745	-0.557	-0.7185	0.518	1.1355	0.1645	0.134	-0.0915	0.5175	-0.019	-0.5125	NA	-0.423	-0.496	0.892	0.95	1.415
CAGL0L01947g	-0.222	-0.174	-0.178	0.2545	0.3755	0.2785	-0.175	0.0185	-0.0355	0.452	0.08	-0.156	-0.307	-0.305	0.294	0.5515	0.817
CAGL0L01969g	-0.136	0.08	-0.255	-0.2735	-0.387	-0.084	-0.3515	-0.128	-0.244	-0.263	-0.005	0.123	0.1315	0.0915	-0.328	-0.217	-0.295
CAGL0L01991g	-0.03	0.073	-0.1525	0.658	0.994	0.6865	-0.0545	0.2045	-0.2615	0.6665	0.631	-0.075	-0.016	0.008	-0.126	0.2455	-0.016
CAGL0L02013g	-0.054	0.0805	-0.492	-0.4765	-0.298	-0.321	-0.279	-0.1595	0.4625	-0.771	-1.009	0.221	0.17	-0.094	0.528	0.7175	0.2855
CAGL0L02035g	-0.4065	-0.193	-0.312	-0.896	-0.512	-0.695	-0.2715	0.0585	-0.336	0.061	-0.189	-0.1085	-0.2025	-0.158	-0.4435	0.843	0.093
CAGL0L02057g	0.2565	0.2	0.1135	-0.0685	-0.089	-0.223	-0.01	0.0745	-0.1315	-0.021	0.079	0.111	0.1295	0.087	-0.1925	0.5245	0.0495
CAGL0L02079g	-0.198	-0.494	0.4085	-1.7015	-1.665	-2.0445	0.1745	-0.2505	-0.3765	-1.3855	-1.332	-0.373	-0.41	-0.411	0.228	0.0485	-0.097
CAGL0L02101g	-0.205	-0.5175	-0.355	0.1345	0.3675	0.1775	-0.117	-0.3655	-0.2845	0.859	0.523	-0.538	-0.6155	-0.6775	-0.028	-0.044	0.169
CAGL0L02123g	-0.066	-0.186	0.0725	0.0855	-0.1095	0.1895	0.243	-0.212	0.6435	0.32	0.1955	0.1015	0.093	0.067	0.1725	-0.1095	-0.3185
CAGL0L02145g	-0.321	-0.2235	0.017	-0.03	-0.042	0.024	0.2235	0.547	0.106	0.682	0.834	-0.301	-0.3935	-0.3295	-0.374	-0.4245	-0.15
CAGL0L02167g	-0.9115	-0.768	-0.6335	0.495	0.3735	-0.0755	-0.6875	-0.184	-0.6035	0.461	0.963	1.8425	1.1405	NA	0.724	0.6465	0.888
CAGL0L02189g	-0.0915	-0.024	-0.196	0.1435	0.34	0.0185	-0.1415	-0.1345	0.205	-0.112	-0.2585	-0.2255	-0.0705	0.1735	0.044	0.0645	0.1855
CAGL0L02211g	0.2765	-0.1585	0.2035	0.0725	0.0085	-0.1385	0.139	-0.1825	-0.2505	0.1545	0.1675	-0.1975	-0.177	-0.204	-0.2225	-0.0985	-0.268
CAGL0L02233g	0.4215	0.236	0.257	-0.2445	-0.3255	-0.4515	-0.1375	-0.3025	-0.2495	-0.5195	-0.3535	0.078	0.1255	0.036	0.2985	0.596	0.716
CAGL0L02255g	0.107	0.3735	0.1265	0.21	0.2435	0.1075	0.1685	0.412	0.1335	-0.1855	-0.124	0.074	0.156	-0.05	-0.0205	-0.46	-0.003
CAGL0L02277g	0.1965	0.1425	0.1895	0.1295	-0.166	-0.065	0.1545	-0.0705	0.2485	-0.4145	-0.1445	0.564	0.503	0.5295	0.278	-0.2355	-0.334
CAGL0L02299g	0.0165	0.3165	0.075	0.2545	0.349	0.4705	0.029	0.231	0.6155	0.054	-0.01	0.7115	0.4595	0.5255	0.5485	1.302	0.724
CAGL0L02321g	-1.9465	-2.2225	-1.8245	-2.3245	-2.065	-2.396	-0.707	-0.597	-1.9065	-0.4615	-0.2005	-1.7625	-2.028	-1.905	0.694	0.753	0.882
CAGL0L02343g	0.2625	-0.0365	0.308	-0.345	-0.1025	-0.3315	-0.187	-0.5185	0.193	-0.363	-0.6305	-0.107	-0.147	-0.2105	0.536	0.6445	0.947
CAGL0L02365g	0.405	0.2475	0.0815	-0.7065	-0.3865	-0.3925	-0.035	-0.3015	0.5335	-0.532	-1.041	-0.2	-0.2545	-0.4795	0.789	0.748	1.408
CAGL0L02387g	0.4695	0.5915	0.6305	0.2865	0.0415	0.521	0.356	0.2615	0.6365	-0.11	0.361	0.862	0.9465	NA	-0.042	-0.845	-0.599
CAGL0L02409g	0.228	-0.0615	-0.114	-0.045	-0.1415	-0.023	-0.025	-0.301	-0.01	-0.2905	-0.3405	0.114	0.197	0.0385	-0.078	-0.433	-0.507
CAGL0L02431g	-0.0625	0.063	-0.257	0.177	0.6085	0.195	0.077	0.21	0.4305	-0.108	-0.0155	0.1465	0.306	0.0515	0.8475	0.637	0.789
CAGL0L02453g	-0.5975	-0.602	-0.5735	0.278	0.753	-0.0835	-0.1275	-0.098	0.022	0.4985	0.2585	-0.4585	-0.4645	-0.4985	-0.0205	0.087	0.163
CAGL0L02475g	-0.681	-0.212	-0.8855	-0.449	0.3065	-0.3545	-0.438	-0.1025	0.1025	0.6975	0.8275	-0.389	-0.2495	-0.5255	0.3025	0.595	0.0175
CAGL0L02497g	-0.598	-0.315	-0.4025	0.1435	0.2	-0.261	-0.445	0.2645	-0.7785	-0.7125	-0.374	-0.4335	-0.4885	-0.167	-0.1775	0.2785	-0.319
CAGL0L02519g	-0.455	-0.2085	-0.762	0.4595	0.5575	0.435	0.1855	0.2095	0.161	0.318	0.145	-0.222	-0.2365	-0.203	0.8145	0.8625	0.9995
CAGL0L02541g	0.2595	0.18	0.2775	0.4045	0.52	0.281	0.0975	0.0275	-0.054	0.336	0.1625	0.508	0.14	0.1065	0.1065	0.1785	0.494
CAGL0L02563g	0.253	0.4115	-0.0195	-0.2465	-0.2675	-0.406	-0.122	0.0585	-0.313	-0.532	-0.5195	-0.328	-0.1555	-0.16	-0.6595	-0.311	-0.2545
CAGL0L02585g	-0.096	-0.1465	-0.2055	-0.27	-0.2805	-0.299	-0.2315	-0.3505	-0.458	-0.162	-0.061	0.114	0.0665	0.133	-0.3945	-0.533	-0.847
CAGL0L02607g	-0.199	-0.0825	-0.318	-0.0175	0.3645	0.034	-0.2915	-0.272	-0.4835	0.175	0.1465	-0.2825	-0.497	-0.433	-0.018	0.0455	-0.079
CAGL0L02629g	-0.2675	-0.1715	-0.289	0.101	0.215	0.0185	0.0285	0.1985	0.217	0.088	-0.053	-0.1875	-0.1515	-0.1165	-0.0745	-0.235	0.2155
CAGL0L02651g	0.085	0.0265	0.1425	0.4855	0.396	0.4435	0.2065	0.3035	0.153	0.1875	0.3085	-0.265	-0.304	-0.1835	0.197	-0.114	0.2125
CAGL0L02673g	-0.1055	0.047	-0.027	-0.0055	-0.1315	0.146	-0.0505	-0.014	0.1315	0.1115	0.057	-0.0185	-0.03	0.007	-0.2125	-0.186	-0.417
CAGL0L02695g	0.3865	0.236	0.1395	-0.621	-0.505	-0.586	0.145	0.278	-0.1235	-0.1055	-0.234	0.0115	0.1375	-0.071	-0.0675	0.3675	-0.0985
CAGL0L02717g	-0.784	-0.4155	-0.54	-0.018	0.1595	-0.275	-0.6575	-0.223	-0.108	-0.303	0.2195	0.187	0.118	0.098	0.037	0.077	-0.281
CAGL0L02739g	0.326	0.113	0.2545	0.00750000000000001	0.0255	0.0265	0.3045	0.0395	-0.0185	0.097	0.13	-0.083	0.1065	-0.026	0.1335	0.234	0.0635
CAGL0L02761g	0.0085	-0.113	0.03	0.0845	-0.048	0.228	-0.039	0.0025	-0.238	0.3595	0.343	NA	-0.298	0.141	-0.235	-0.2125	-0.0115
CAGL0L02783g	-0.0665	-0.2915	-0.169	0.2425	0.369	0.214	-0.144	-0.673	-0.0975	0.363	0.61	0.1055	0.0365	0.126	0.615	0.2985	-0.1455
CAGL0L02799g	0.519	0.589	0.372	-0.766	-0.835	-0.3515	0.565	0.5	0.506	-0.492	-0.397	0.242	0.4865	0.3725	0.4595	0.3875	1.0345
CAGL0L02805g	0.2075	0.2085	0.155	-0.3375	-0.274	-0.273	0.232	0.3165	-0.1875	0.5805	0.326	-0.256	-0.034	-0.1315	-0.0355	0.2855	0.2405
CAGL0L02827g	-0.895	-0.88	-0.7305	0.1685	0.3325	0.0185	-0.1425	-0.1955	-0.0055	0.138	0.536	0.031	-0.205	-0.171	0.659	0.0585	0.321
CAGL0L02849g	0.3805	0.2765	-0.12	-0.6685	-0.5195	-0.534	0.269	0.146	0.3315	0.029	-0.246	0.386	0.481	0.441	-0.3065	-0.264	-0.151
CAGL0L02871g	0.2695	0.5515	-0.14	-0.8855	-0.8495	-0.57	-0.0525	0.109	0.5415	-0.8695	-0.6225	0.7555	0.816	0.727	0.218	-0.065	-0.223
CAGL0L02893g	0.5465	0.649	0.3175	-0.3095	-0.4495	-0.3815	-0.008	0.4285	0.2245	-0.381	0.04	0.613	NA	0.596	0.313	0.6175	0.165
CAGL0L02915g	0.427	0.5815	-0.026	-0.318	-0.6245	-0.1595	0.2205	0.3845	0.512	-0.42	-0.483	0.889	0.918	0.869	0.668	1.914	0.536
CAGL0L02937g	0.0325	-0.038	0.713	-2.008	-1.6585	-2.582	0.3825	0.158	-0.468	-1.5655	-1.4105	0.466	0.3465	0.461	0.191	0.1155	0.134
CAGL0L02959g	-0.9615	-0.7775	-0.6055	0.609	0.4825	0.554	-0.5275	-0.5485	-0.483	0.7095	0.9535	-0.5355	-0.488	-0.4475	-0.4115	-0.843	-1.0465
CAGL0L02981g	-0.0675	-0.244	-0.3535	-0.139	-0.261	-0.119	-0.364	-0.537	-0.6355	0.2955	0.1915	-0.076	-0.068	-0.1	-0.2835	-0.1735	0.0205
CAGL0L03003g	0.293	0.4195	0.1345	-0.4165	-0.5535	-0.1345	0.0905	0.2915	0.036	-0.1695	-0.0635	NA	0.154	0.2255	-0.3515	-0.2905	-0.039
CAGL0L03025g	0.4775	0.578	0.1115	-0.639	-0.9475	-0.5235	-0.1095	0.2165	0.126	-0.636	-0.277	0.74	0.775	0.5655	-0.5905	-0.603	-0.277
CAGL0L03047g	0.0715	0.4525	0.179	-0.7035	-0.668	-0.5375	-0.0145	0.133	-0.0825	-0.07	-0.211	0.8605	0.924	NA	-0.297	0.0455	0.537
CAGL0L03069g	0.297	0.3345	0.3995	0.429	0.2815	0.4035	0.247	0.2185	0.1345	0.5825	0.803	0.619	0.658	0.7895	0.325	-0.0435	-0.1375
CAGL0L03091g	0.3495	0.1115	0.1355	0.0805	0.1735	-0.006	0.14	0.1375	-0.015	0.4285	0.4025	-0.227	-0.2175	-0.242	-0.0755	0.083	0.0165
CAGL0L03113g	0.267	0.308	0.246	0.113	0.066	0.019	0.247	0.3095	0.095	-0.0695	-0.013	-0.3335	-0.3155	-0.242	-0.218	-0.3565	-0.0795
CAGL0L03135g	-0.9665	-1.0685	-0.92	0.8445	1.1785	0.7705	-0.6605	-0.7625	-0.7875	0.881	0.849	-0.7045	-0.545	-0.615	-0.408	-0.5455	-0.398
CAGL0L03157g	-1.2715	-1.5195	-0.74	-0.424	-0.5715	-0.5735	-0.7455	-1.2865	-0.9055	0.0025	-0.214	-1.399	-1.318	-1.2635	-0.701	-1.237	-1.136
CAGL0L03179g	-0.1485	-0.05	-0.075	0.292	0.3685	0.105	-0.2355	0.1205	-0.33	0.2005	0.353	-0.123	-0.1325	-0.192	-0.326	-0.2935	0.0465
CAGL0L03201g	0.1425	0.3285	0.16	0.312	0.3885	0.4925	0.219	0.511	0.549	0.365	0.2935	0.181	0.127	0.137	0.4225	0.9585	1.6555
CAGL0L03223g	0.027	-0.0785	-0.118	0.0955	0.103	-0.0415	-0.0725	0.0355	-0.5365	0.075	0.2065	-0.671	-0.728	-0.7165	-0.148	0.2625	-0.2575
CAGL0L03245g	0.169	-0.073	0.0665	-0.926	-1.0215	-0.811	0.047	-0.132	0.187	-0.1235	-0.5075	-0.3975	-0.3465	-0.3835	0.0445	0.132	0.491
CAGL0L03267g	-3.524	-3.4675	-3.244	-1.7795	-2.1925	-2.0975	-3.2165	-3.0205	-3.5	-1.997	-2.0875	-1.97	-2.202	-2.008	-2.6345	-2.721	-2.319
CAGL0L03289g	-0.9015	-0.7165	-1.2765	-0.969	-0.5855	-0.5675	-0.9635	-0.8905	-0.6445	-0.718	-1.2195	-1.511	-1.547	-1.629	-1.2705	-1.502	-1.357
CAGL0L03311g	0.3845	0.2795	0.4825	-5e-04	-0.0335	0.2775	0.389	0.2715	0.325	0.069	-0.276	0.182	0.0995	0.1085	-0.0435	0.1165	0.314
CAGL0L03333g	0.2065	0.154	0.1005	-0.455	-0.5755	-0.4005	-0.0505	-0.2875	0.1555	-0.282	-0.542	-0.2965	-0.164	-0.266	0.5255	0.698	0.8545
CAGL0L03355g	-0.3565	-0.4795	-0.328	0.1385	0.159	-0.1395	-0.1945	-0.407	-0.2855	0.384	0.126	-0.1875	-0.4235	-0.417	0.061	0.0615	0.034
CAGL0L03377g	-1.3345	-1.4675	-1.2045	-0.732	-1.315	-1.113	-0.89	-0.838	-0.476	-1.0165	-0.8445	-0.252	-0.4735	-0.201	-0.1485	0.051	-0.0255
CAGL0L03388g	-0.095	-0.019	0.0775	0.269	-0.093	0.1365	0.1525	0.1665	-0.189	-0.062	-0.1195	-0.1645	-0.227	0.028	-0.1325	-0.17	-0.1555
CAGL0L03410g	0.132	-0.0745	0.068	0.036	-0.0475	0.1515	-0.001	5e-04	-0.018	0.378	0.408	-0.271	-0.274	-0.159	-0.0945	0.2575	-0.235
CAGL0L03432g	0.2345	0.392	0.2835	-0.4145	-0.4965	-0.6945	0.1255	0.332	0.45	-0.766	-0.4515	0.4815	0.4315	0.493	0.5575	0.5585	0.7735
CAGL0L03454g	-0.191	-0.173	-0.4175	0.029	0	0.1705	-0.1875	-0.04	-0.3405	0.224	0.2805	-0.569	-0.355	-0.2365	-0.224	-0.351	-0.716
CAGL0L03476g	0.0855	0.078	0.021	0.1915	0.2325	0.2525	0.109	0.3835	0.036	0.1275	0.1275	-0.389	-0.383	-0.442	-0.41	-0.227	-0.367
CAGL0L03498g	-0.653	-0.6535	-0.5605	0.7115	0.81	0.531	-0.344	-0.3665	-0.235	0.469	0.5845	-0.788	-0.769	-0.825	-0.092	-0.5605	-0.243
CAGL0L03520g	-0.1815	-0.151	-0.1315	0.0095	0.102	0.0525	0.0805	0.083	-0.1365	0.285	0.358	-0.202	0.018	0.1295	-0.108	-0.4115	-0.449
CAGL0L03542g	-0.0595	-0.111	-0.0465	-0.3875	-0.7765	-0.6295	-0.5765	-0.871	-0.5955	-0.9505	-0.691	-0.304	0.088	0.037	0.331	-0.414	0.348
CAGL0L03564g	0.1335	0.208	0.03	0.0845	0.0035	0.126	-0.2075	-0.048	0.3525	0.0125	0.1445	0.1035	0.135	0.4355	0.118	0.16	0.152
CAGL0L03586g	0.47	0.418	-0.0185	-0.717	-0.525	-0.6505	0.2775	0.3055	0.228	-0.3815	-0.823	0.1595	0.2855	-0.05	-0.019	0.193	0.423
CAGL0L03608g	0.3025	0.099	0.391	0.003	0.078	0.123	0.396	-0.151	0.2555	0.3075	0.162	-0.332	-0.307	0.161	-0.056	-0.409	-0.169
CAGL0L03630g	-0.283	-0.266	-0.433	0.209	0.701	0.2205	-0.185	-0.234	-0.1875	0.874	0.5905	-0.5345	-0.5215	-0.629	0.1075	1.045	0.5175
CAGL0L03652g	0.4	0.5175	0.193	-0.089	-0.0535	-0.331	-0.3005	0.0095	-0.141	-0.4625	-0.2535	0.285	0.3865	0.209	0.579	0.5775	0.132
CAGL0L03674g	-0.416	-0.263	-0.4165	0.2005	0.4225	-0.1245	-0.165	0.0495	-0.287	-0.4295	-0.1105	-0.031	-0.2425	-0.165	0.0325	-0.1295	-0.281
CAGL0L03696g	-0.126	-0.085	0.368	0.414	0.975	-0.0735	0.996	1.528	0.8655	1.382	1.2855	-0.434	-0.5055	-0.606	-0.222	-0.198	0.107
CAGL0L03718g	0.127	0.139	-0.09	-0.1445	0.0875	-0.0505	0.0465	0.0105	-0.05	0.1795	0.1385	0.285	0.3885	0.362	-0.004	-0.0505	-0.2235
CAGL0L03740g	0.5215	0.464	0.7385	-1.092	-1.159	-0.3875	-0.01	-0.1445	-0.187	-0.9275	-1.1065	0.28	0.33	0.2885	-0.542	-0.6745	-0.831
CAGL0L03762g	-0.029	-0.278	-0.167	0.5335	0.6435	0.3875	-0.0845	-0.3945	-0.5785	0.8405	0.6565	NA	-0.332	-0.511	-0.256	-0.0775	-0.164
CAGL0L03784g	0.1125	0.2	0.3335	0.126	0.066	0.1385	0.1635	0.344	0.261	0.177	0.095	0.019	-0.059	NA	-0.083	0.2155	0.095
CAGL0L03806g	0.657	0.5365	0.165	-1.369	-1.2675	-1.127	0.468	0.348	0.0975	-0.3875	-0.655	0.149	0.283	0.23	-0.604	-0.2515	-0.4575
CAGL0L03828g	0.36	0.6755	0.7705	-1.2035	-0.268	-2.0395	1.266	1.503	0.944	-1.087	-1.0015	-0.83	-0.906	-0.976	-1.316	-1.5815	-1.5435
CAGL0L03846g	0.16	0.3075	-0.2195	-2.633	-2.2865	-2.66	0.303	0.283	0.5965	-0.989	-1.418	0.3415	0.3145	0.338	-0.299	-0.0285	-0.6375
CAGL0L03872g	0.6475	0.2435	0.1295	-1.2855	-1.218	-1.104	0.011	-1.389	0.041	-0.7965	-0.7965	0.601	0.815	0.452	-0.394	-1.149	-0.695
CAGL0L03894g	-0.1365	0.055	0.0595	0.2215	-0.087	0.172	-0.003	0.14	-0.235	0.129	0.4155	-0.292	-0.1505	0.182	-0.179	-0.168	0.1565
CAGL0L03916g	0.323	0.039	0.056	0.0535	0.4855	-0.0065	-0.1455	-0.5045	0.0965	0.4785	-0.009	NA	0.2475	0.177	0.15	0.0975	0.0235
CAGL0L03938g	-0.6555	-0.71	-0.552	0.6845	0.996	0.444	-0.429	-0.384	-0.2885	0.536	0.49	-0.4525	-0.508	-0.5605	0.0965	-0.0255	0.483
CAGL0L03960g	-0.624	-0.3015	-0.5415	-0.055	0.0135	-0.188	-0.4435	-0.074	-0.287	-0.448	-0.155	-0.3625	-0.3345	-0.183	-0.115	-0.292	-0.511
CAGL0L03982g	-0.8585	-0.8395	-1.118	-0.5965	-0.341	-0.7365	-0.452	-0.344	-0.2355	-0.4795	-0.569	0.033	-0.1095	NA	0.787	0.854	1.0655
CAGL0L04004g	-0.3035	-0.457	-0.324	0.02	0.0915	-0.001	-0.012	-0.1775	0.2365	-0.2255	-0.228	-0.0305	0.029	-0.139	0.097	-0.0865	-0.4925
CAGL0L04026g	0.2805	0.432	-0.054	-1.15	-1.2825	-1.2405	0.025	0.232	0.4405	-1.4825	-0.9495	NA	0.798	0.808	0.0705	-0.092	-0.421
CAGL0L04048g	-0.025	-0.132	-0.273	-0.466	-0.308	-0.506	-0.4885	-0.575	-0.2	-0.5195	-0.5635	0.2315	0.2355	0.1655	0.765	0.77	0.34
CAGL0L04070g	-0.2395	0.3725	-0.1025	0.2015	0.167	0.047	-0.6285	-0.4225	-0.1505	-0.709	-0.004	0.131	0.0765	0.09	1.395	1.59	2.687
CAGL0L04092g	0.241	0.3275	0.007	-0.3615	-0.415	-0.1205	-0.0545	0.1335	0.216	-0.481	-0.597	NA	0.325	0.386	-0.3735	-0.1085	-0.4515
CAGL0L04114g	0.3625	0.464	0.0675	-0.092	-0.2465	-0.0905	-0.2565	0.2355	0.3175	-0.3865	-0.3595	0.376	0.3565	0.424	-0.2755	0.117	-0.1215
CAGL0L04136g	-0.4005	-0.183	-0.4055	-0.2405	-0.3155	-0.1815	-0.231	0.014	-0.2995	-0.455	-0.1235	-0.3845	-0.335	-0.4755	0.178	0.2435	-0.0065
CAGL0L04158g	-0.198	-0.291	-0.0475	0.5425	0.5965	0.4315	0.1115	-0.0765	0.141	0.4535	0.626	-0.17	-0.019	-0.023	0.261	-0.3395	-0.442
